,회사명,corp_eng_name,종목코드
91468,원익IPS,"WONIK IPS CO., LTD.",240810
91557,삼진,Samjin,32750
91657,비엔에프머티리얼즈,BNF CORPORATION LTD.,271780
91659,큐로홀딩스,"CUROHOLDINGS Co., Ltd.",51780
91660,넥스트칩,"Nextchip Co., Ltd.",396270
91661,하나머스트7호기업인수목적,Hana Must Seven Special Purpose Acquisition Company,372290
91662,사피엔반도체,Sapien Semiconductors Inc.,452430
91672,제테마,"JETEMA Co.,Ltd.",216080
91684,푸드웰,FOODWELL CORPORATION,5670
91714,샤페론,Shaperon Inc.,378800
91756,메드팩토,"MedPacto, Inc.",235980
91813,나노팀,NanoTIM Co. Ltd.,417010
91875,미원상사,"MIWON COMMERCIAL CO.,LTD",2840
91876,예스24,"YES24Co.,Ltd",53280
91877,코오롱생명과학,KOLON LIFE SCIENCE Inc.,102940
91878,폴라리스세원,"Sewon Co.,Ltd",234100
91879,서전기전,"SEOJEON ELECTRIC MACHINERY Co.,Ltd.",189860
91880,HL홀딩스,HL Holdings Corporation,60980
91881,LG생활건강,"LG H&H Co., Ltd.",51900
91913,테크윙,"Techwing, Inc.",89030
91919,오로스테크놀로지,"AUROS TECHNOLOGY, INC.",322310
91947,에스디생명공학,"SD BIOTECHNOLOGIES CO., LTD.",217480
91958,스페이스솔루션,SPACE SOLUTION INC.,245030
91996,루켄테크놀러지스,"LUKEN Technologies Co., Ltd.",162120
91999,큐알티,Quality Reliability Technology Inc.,405100
92055,미주제강,MijuSteelMfg,2670
92071,바이오인프라,"BioInfra Co.,Ltd.",199730
92072,에스케이바이오팜,"SK biopharmaceuticals Co., Ltd.",326030
92073,LB인베스트먼트,LB Investment Inc.,309960
92074,SK케미칼,"SK Chemicals Co., Ltd.",285130
92123,피제이전자,"PJ ELECTRONICS CO., LTD.",6140
92140,에스제이엠홀딩스,"SJM HOLDINGS CO.,LTD",25530
92146,에스에프씨,"SFC Co.,Ltd.",112240
92162,후성,"FOOSUNG CO.,LTD",93370
92188,KB손해보험,"KB Insurance Co., Ltd",2550
92200,신성이엔지,"SHINSUNG E&G Co.,LTD.",11930
92201,케이웨더,"Kweather Co., Ltd.",68100
92206,조일알미늄,"CHOIL ALUMINUM CO., LTD",18470
92218,큐리옥스바이오시스템즈,"Curiox Biosystems Co., Ltd.",445680
92274,엠플러스,mPlus Corp,259630
92327,노드메이슨,"Nordmason Co.,LTD",317860
92335,자람테크놀로지,"Zaram Technology,Inc.",389020
92345,엑스페릭스,Xperix Inc.,317770
92346,디비금융제8호기업인수목적,"DB Finance No.8 Special Purpose Acquisition Co., Ltd.",367340
92377,피엔티,"PEOPLE & TECHNOLOGY, INC.",137400
92414,KG이니시스,"KGINICIS CO.,LTD.",35600
92415,가온전선,"GAON CABLE CO.,LTD",500
92416,KG모빌리언스,"KGMobilians Co., Ltd.",46440
92417,DRB동일,"DRB Holding Co.,Ltd",4840
92418,포인트엔지니어링,"POINT ENGINEERING Co., Ltd.",256630
92419,신한지주,"SHINHAN FINANCIAL GROUP CO.,LTD",55550
92420,아톤,ATON Inc.,158430
92421,지엔씨에너지,"GnCenergy Co., Ltd.",119850
92422,디케이티,"DK TECH CO.,LTD",290550
92423,소마젠,"Psomagen, Inc.",950200
92478,라이콤,"LiComm Co., Ltd.",388790
92484,흥아해운,"HEUNG-A SHIPPING CO.,LTD.",3280
92489,볼빅,VOLVIK INC.,206950
92498,LS머트리얼즈,"LS Materials Co.,Ltd.",417200
92519,케이맥,Korea Materials & Analysis Corp.,43290
92525,티움바이오,"TiumBio Co., Ltd.",321550
92537,뷰티스킨,"BEAUTYSKIN Co., Ltd.",406820
92541,이노인스트루먼트,INNO INSTRUMENT INC.,215790
92553,엔에이치기업인수목적28호,NH SPECIAL PURPOSE ACQUISITION 28 COMPANY,450410
92554,씨싸이트,"C-SITE Co., Ltd.",109670
92562,브이티,"VT Co., Ltd.",18290
92563,SK증권제9호스팩,SK Securities No.9 Special Purpose Acquisition Company,455910
92599,이루온,ELUON Corporation,65440
92602,하이록코리아,HY-LOK CORPORATION,13030
92613,롯데렌탈,"LOTTE rental co., ltd.",89860
92614,PI첨단소재,"PI Advanced Materials Co., Ltd.",178920
92615,일진하이솔루스,"ILJIN HYSOLUS Co., Ltd.",271940
92659,정다운,"JUNGDAWN Co., Ltd.",208140
92660,HD현대건설기계,"HD Hyundai Construction Equipment Co.,Ltd.",267270
92661,큐라켐,"CURACHEM Co., ltd.",456190
92695,BGF에코머티리얼즈,"BGFecomaterials CO., LTD.",126600
92704,오리엔트바이오,ORIENTBIO Inc.,2630
92714,국일제지,"KUK-IL PAPER MFG CO.,LTD",78130
92733,피엔티엠에스,"People & Technology Ms, Inc.",257370
92746,엔지브이아이,"NGVI, INC.",93510
92811,모아데이타,"Moadata Co., Ltd.",288980
92822,덕우전자,"DERKWOO ELECTRONICS CO.,LTD.",263600
92836,광전자,AUK CORP,17900
92863,기가비스,"GigaVis Co., Ltd.",420770
92873,에코볼트,"Eco Volt Co.,Ltd.",97780
92874,비덴트,"Vidente Co., Ltd.",121800
92926,나노씨엠에스,"NANOCMS CO., LTD",247660
92952,저스템,"Justem.CO.,LTD",417840
92993,티엘비,"TLB Co., Ltd.",356860
93009,극동전선,"KUKDONG ELECTRIC WIRE CO.,LTD",6250
93046,한국캐피탈,"Han Kook Capital Co., Ltd.",23760
93047,시공테크,"SIGONG TECH Co.,Ltd.",20710
93048,엄지하우스,"EOMJIHOUSE Co., Ltd",224810
93049,앙츠,"Antz. Co., Ltd",267810
93113,비트컴퓨터,BITComputer,32850
93114,현대글로비스,"HYUNDAI GLOVIS Co., LTD.",86280
93115,메디아나,"MEDIANA Co.,LTD",41920
93144,현대퓨처넷,"Hyundai Futurenet Co., Ltd",126560
93145,스튜디오삼익,"Studio Samick Co.,Ltd.",415380
93175,쏠리드,"Solid, Inc.",50890
93237,피에스케이홀딩스,PSK HOLDINGS INC.,31980
93238,한성기업,"HANSUNG ENTERPRISE CO.,LTD",3680
93268,메쎄이상,"Messe eSang Co.,Ltd",408920
93321,이아이디,"E Investment&Development CO.,LTD",93230
93325,셀트리온헬스케어,"Celltrion Healthcare Co., Ltd.",91990
93348,제이스코홀딩스,J Steel Company Holdings Inc.  ,23440
93349,현대백화점,"HYUNDAI DEPARTMENT STORE CO.,LTD",69960
93375,신라교역,"SILLA CO.,LTD",4970
93383,뉴로메카,"Neuromeka Co., Ltd.",348340
93393,코미팜,"KOMIPHARM INTERNATIONAL CO., LTD.",41960
93394,버킷스튜디오,"BUCKET STUDIO Co.,Ltd.",66410
93489,비에이치,"BHCo.,Ltd.",90460
93492,금양,"KUMYANG CO.,LTD",1570
93493,대성홀딩스,"DAESUNG HOLDINGS CO., LTD.",16710
93500,나우IB,NAU IB Capital,293580
93501,하나금융20호기업인수목적,Hana Financial Twenty Special Purpose Acquisition Company,400560
93541,IBKS제24호스팩,IBKS No.24 Special Purpose Acquisition Company,469480
93721,에스아이리소스,"SI RESOURCES CO.,LTD.",65420
93731,서희건설,"SEOHEE CONSTRUCTION CO., LTD.",35890
93766,HD현대,"HD HYUNDAI CO.,LTD.",267250
93790,마이크로컨텍솔,"Micro Contact Solution Co.,Ltd.",98120
93792,영원무역홀딩스,"Youngone Holdings Co., Ltd",9970
93829,원텍,"WON TECH Co.,Ltd.",216280
93843,코퍼스코리아,"COPUS KOREA Co., Ltd.",322780
93895,HD현대에너지솔루션,"HD HYUNDAI ENERGY SOLUTIONS CO.,LTD.",322000
94020,오킨스전자,"OKins Electronics Co.,Ltd.",80580
94131,현대공업,"HYUNDAI INDUSTRIAL CO.,LTD",170030
94132,더블유게임즈,"DoubleUGames Co., Ltd.",192080
94133,명진홀딩스,"Myungjin Holdings.,Corp.",267060
94142,현대그린푸드,"HYUNDAI GREEN FOOD CO., LTD",453340
94149,세아베스틸지주,SeAH Besteel Holdings Corporation,1430
94150,TKG애강,"TKG AIKANG CO., LTD",22220
94151,DB하이텍,"DB HiTek Co.,LTD",990
94161,아주IB투자,"AJU IB INVESTMENT CO., LTD.",27360
94259,우리금융캐피탈,"WOORI FINANCIAL CAPITAL CO.,LTD",33660
94264,CMG제약,"CMG Pharmaceutical Co., Ltd.",58820
94273,코람코라이프인프라리츠,"KORAMCO LIFE INFRA REIT CO.,LTD",357120
94274,뉴아세아,"NEW ASIA CO.,LTD.",13340
94276,케이카,"K Car Co., Ltd.",381970
94350,명신산업,MYOUNG SHIN INDUSTRY,9900
94351,동방선기,"Dongbang Ship Machinery Co., Ltd",99410
94352,농심홀딩스,Nongshim Holdings,72710
94353,코난테크놀로지,KONAN TECHNOLOGY INCORPORATION,402030
94354,평화산업,"PYUNG HWA INDUSTRIAL CO., LTD",90080
94355,이크레더블,"e-Credible Co., Ltd.",92130
94356,케이탑리츠,"K-TOP REITS CO.,LTD.",145270
94357,윈하이텍,"WINHITECH CO., Ltd.",192390
94466,에프알텍,"FRTEKCO.,LTD.",73540
94515,대림제지,DaelimPaper,17650
94542,에이에프더블류,"A.F.W Co., Ltd",312610
94543,일승,"IL SEUNG Co., LTD",333430
94544,코원플레이,"COWON PLAY Co., Ltd.",56000
94635,비엔디생활건강,"B&D Life Health CO.,LTD",215050
94675,세원물산,SewonCorporation,24830
94688,케이티,KT CORPORATION,30200
94696,뷰노,"VUNO, Inc.",338220
94759,영원무역,Youngone Corporation,111770
94805,서플러스글로벌,"SurplusGLOBAL,Inc.",140070
94875,플레이위드,PLAYWITH KOREA Inc.,23770
94876,아시아종묘,"ASIA SEED Co.,Ltd.",154030
95006,아이센스,"i-SENS, Inc.",99190
95019,에코프로에이치엔,"ECOPRO HN CO., LTD",383310
95020,미래에셋비전스팩2호,Mirae Asset Vision Special Purpose Acquisition 2 Company,446190
95035,이수페타시스,"ISUPETASYS CO.,LTD",7660
95036,대한제강,"DAEHAN STEEL CO.,LTD",84010
95037,동일제강,"DONG IL STEEL MFG CO., LTD",2690
95038,리드코프,"The LEADCORP, Inc.",12700
95094,잉크테크,"INKTEC CO., LTD.",49550
95095,애경산업,"Aekyung Industrial Co., Ltd.",18250
95096,아이엠티,"IMT Co., Ltd.",451220
95097,삼성스팩9호,SAMSUNG SPECIAL PURPOSE ACQUISITION 9 COMPANY,468510
95099,듀오백,"DUOBACK CO., LTD.",73190
95108,디앤디플랫폼리츠,"D&D Platform REIT Co., Ltd.",377190
95110,영보화학,"YOUNGBO CHEMICAL CO.,LTD",14440
95111,삼성머스트기업인수목적5호,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 5 COMPANY,380320
95153,파라텍,Paratech Company Limited,33540
95154,라이프사이언스테크놀로지,Life Science Technology Inc.,285770
95155,벨로크,Bellock Inc.,424760
95196,아셈스,ASSEMS INC.,136410
95198,케이엠더블유,KMW CO. LTD.,32500
95201,위드텍,"WITHTECH, Inc.",348350
95214,누보,"NOUSBO CO., LTD",332290
95216,금양그린파워,"KUMYANG GREEN POWER CO., Ltd.",282720
95222,이스타코,"e-STARCO. CO.,LTD",15020
95223,삼보산업,"SAMBO Industrial Co., Ltd.",9620
95224,해성산업,"Haesung Industrial Co., Ltd.",34810
95225,동우팜투테이블,"DONGWOO FARM TO TABLE CO., LTD",88910
95233,와이엠,"YM CO., LTD.",7530
95285,교보15호스팩,Kyobo 15 Special Purpose Acquisition Company,465320
95286,와이바이오로직스,"Y-Biologics, Inc",338840
95312,현대힘스,"HYUNDAI HYMS CO., LTD.",460930
95328,바이오시네틱스,"Bio-Synectics, Inc.",281310
95356,신영와코루,SHINYOUNG WACOAL INC,5800
95373,노바텍,"NOVATECH Co., Ltd.",285490
95397,하나제약,"Hana Pharm. Co., Ltd.",293480
95398,위니아,"WINIA Co., Ltd.",71460
95399,셀피글로벌,"Cellfie Global Co.,Ltd.",68940
95400,티웨이항공,"T'way Air Co., Ltd.",91810
95401,우리손에프앤지,"Woorison F&G CO., LTD.",73560
95402,HD현대인프라코어,"HD Hyundai Infracore Co., Ltd.",42670
95403,마이크로투나노,"MICRO2NANO, INC.",424980
95422,한화투자증권,"HANWHA INVESTMENT&SECURITIES CO.,LTD",3530
95445,피케이엘,Photronics Korea Ltd,39870
95549,삼영엠텍,SAMYOUNG M-TEK C0. LTD.,54540
95550,LS증권,"LS SECURITIES Co., Ltd.",78020
95551,KB제29호스팩,KB No.29 Special Purpose Acquisition Company,478390
95556,와이앤넥스트,Y&NEXT Inc.,90740
95593,포시에스,"FORCS Co., Ltd.",189690
95665,HRS,"HRS Co., Ltd",36640
95690,모베이스,"MOBASE Co., Ltd.",101330
95736,티엔아이,TNI Co Ltd,66350
95739,HD현대미포,"HD HYUNDAI MIPO CO.,LTD.",10620
95740,네이블,Nable Inc.,153460
95741,머니무브,"MoneyMove Co., Ltd.",179720
95742,대명에너지,Dae Myoung Energy Co. Ltd.,389260
95787,티웨이홀딩스,Tway Holdings Incorporation,4870
95788,CJ프레시웨이,CJ Freshway Corporation,51500
95789,마스턴프리미어리츠,"MASTERN PREMIER REIT 1 Co., Ltd.",357430
95856,휴럼,"Hurum Co., Ltd.",284420
95905,TYM,TYM CORPORATION,2900
95906,미래에셋비전스팩3호,Mirae Asset Vision Special Purpose Acquisition 3 Company,448830
95907,녹원씨엔아이,"Nokwon Commercials & Industries, Inc.",65560
95908,메타랩스,"METALABS CO., LTD.",90370
95909,코나아이,"KONA I CO., LTD.",52400
95910,오스템임플란트,"OSSTEMIMPLANT.CO.,Ltd",48260
95961,에이치씨코퍼레이션,"HC Corporation Co., Ltd.",37340
95962,제주반도체,Jeju Semiconductor Corp.,80220
95971,오성첨단소재,"OSUNG ADVANCED MATERIALS CO., LTD.",52420
95972,원포유,"ONE4U CO.,LTD",122830
95973,엔지스테크널러지,"EnGIS Technologies, Inc.",208860
95974,퓨쳐메디신,"Future Medicine  Co., Ltd.",341170
96012,아하,"AHA Co.,Ltd",102950
96013,한국제15호스팩,"Korea No.15 Special Purpose Acquisition Co., Ltd.",479880
96019,이원컴포텍,"EWON COMFORTECH CO.,LTD",88290
96020,대모,"DAEMO Engineering Co., Ltd.",317850
96131,구영테크,"GUYOUNG TECHNOLOGY CO., LTD.",53270
96140,HL D&I,HL D&I HALLA CORPORATION,14790
96170,라온피플,LaonPeople Inc.,300120
96212,알서포트,"RSUPPORT Co., Ltd.",131370
96213,비큐AI,BECU AI Inc.,148780
96241,에이치브이엠,"HVM CO.,LTD.",295310
96254,세븐코스프,"Seven KOSF CO.,LTD",17160
96255,고제,"KOJE Co.,Ltd.",2540
96302,쏘카,"SOCAR, Inc.",403550
96303,케이비아이동국실업,"KBI DONGKOOK IND CO., LTD",1620
96336,에이피알,"APR Co., Ltd.",278470
96411,한솔아이원스,"Hansol IONES Co., Ltd.",114810
96447,알보젠코리아,"ALVOGEN KOREA CO.,LTD",2250
96448,기린,"KIRIN CO.,LTD",6070
96453,남한제지,"NAMHAN PAPER CO.,LTD",1950
96458,에스케이머티리얼즈,"SK Materials Co., Ltd.",36490
96463,대양제지공업,DaeyangPaperMfg,6580
96485,에이엠에스,Aju Media Solutions,44770
96487,아이비진,IBXENE CORP.,39060
96511,성우하이텍,"SUNGWOO HITECH CO., LTD",15750
96512,웰바이오텍,"WELLBIOTEC CO.,LTD",10600
96513,태경산업,"TAEKYUNG INDUSTRIAL CO.,LTD",15890
96514,제이티,JT Corporation.,89790
96515,디에이테크놀로지,"DA Technology Co.,Ltd.",196490
96516,카카오게임즈,Kakao Games Corp.,293490
96550,시지트로닉스,"Sigetronics, Inc.",429270
96551,IBKS제23호스팩,IBKS No.23 Special Purpose Acquisition Company,467930
96552,한국제11호기업인수목적,"Korea No.11 Special Purpose Acquisition Co., LTD.",436610
96553,차이커뮤니케이션,"Chai Communication Co., LTD.",351870
96566,알루코,"ALUKO CO.,LTD.",1780
96567,현대ADM,Hyundai ADM Bio lnc.,187660
96633,한국지주,Korea Holidings Incorporated,9760
96679,대웅바이오,Daewoong Bio Inc.,16890
96686,신동방CP,ShinDongBang CP Corporation,4660
96690,동신제약,"DONGSHIN PHARMACEUTICAL CO.,LTD",6600
96744,에스엠화진,"SM HWAJIN Co., Ltd.",134780
96751,엔케이맥스,"NKMAX Co.,Ltd.",262760
96806,한창,HANCHANG CORPORATION,5110
96807,에스트래픽,"STraffic Co.,Ltd.",234300
96859,SK이터닉스,"SK eternix Co., Ltd.",475150
96886,브이엠,VM Inc.,89970
96887,하나33호스팩,Hana 33 Special Purpose Acquisition Company,475250
96889,NHN벅스,NHN BUGS Corporation,104200
96904,태림페이퍼,"TAILIM PAPER CO.,LTD",19300
96908,롯데푸드,"LOTTE FOOD CO.,LTD.",2270
96911,네오퍼플,"NEO PURPLE CO.,Ltd.",28090
96920,삼양엔텍,"Samyang Entech Co., Ltd.",8720
96929,사조해표,SAJOHAEPYO Corporation,79660
96971,대신정보통신,DaishinInformation,20180
97033,노을,"Noul Co., Ltd.",376930
97193,삼양제넥스,"SAMYANG GENEX CO., LTD",3940
97194,선진지주,"SUNJIN HOLDINGS CO.,LTD",14300
97272,캐로스,"CAROS CO., LTD.",260490
97469,쎄라텍,CERATECH CORPORATION,41550
97471,알루코,"ALUKO CO.,LTD",21570
97682,동국제강,"DONGKUK STEEL MILL Co., Ltd.",460860
97746,아세아페이퍼텍,ASIA PAPERTEC INC,9380
97747,중앙제지,"CHOONGANG PAPER MFG CO.,LTD",5600
97752,에스와이,"SY CO.,LTD",4530
97938,휴네시온,"Hunesion co.,ltd",290270
97939,이베스트스팩6호,Ebest Special Purpose Acquisition No6 Company,478110
97956,메리츠증권,"MERITZ SECURITIES CO.,LTD",8560
98012,에스트라,AESTURA Corporation,16570
98249,아스트,"AeroSpace Technology of Korea, Inc.",67390
98250,교보16호스팩,Kyobo 16 Special Purpose Acquisition Company,482520
98252,이트론,"E-TRON CO.,LTD.",96040
98302,NH투자증권,"NH INVESTMENT & SECURITIES CO.,LTD. ",5940
98303,엔피케이,"NPK CO.,LTD",48830
98304,진흥기업,CHINHUNG INTERNATIONAL INC,2780
98305,SK하이닉스,SK hynix Inc.,660
98306,에스엠,"SM ENTERTAINMENT CO., Ltd.",41510
98307,한솔홀딩스,"Hansol Holdings Co., Ltd.",4150
98308,한국정보인증,"KOREA INFORMATION CERTIFICATE AUTHORITY, INCORPORATED",53300
98309,SK,SK Inc.,34730
98310,JW홀딩스,JW HOLDINGS CORPORATION,96760
98311,엠아이텍,"MITECH CO.,LTD.",179290
98324,녹십자셀,GREEN CROSS CELL CORPORATION,31390
98476,로지시스,LOGISYS INC.,67730
98513,유일로보틱스,"Yuilrobotics.  co., Ltd",388720
98527,예림당,"YeaRimDang Publishing Co., Ltd.",36000
98574,솔트룩스,SALTLUX Inc,304100
98581,한국제지,"HANKUK PAPER MFG CO.,LTD",2300
98588,한일약품공업,"HANIL PHARMACEUTICALIND CO.,LTD",3040
98590,동원데어리푸드,DONGWON DAIRY FOODS,3900
98592,행남사,HAENGNAM INC.,8800
98595,성우몰드,"SUNGWOO MOLD CO.,LTD",53440
98609,예일바이오텍,YEIL BIOTECH Corp.,54250
98634,미래자원엠엘,"MILAE RESOURCES ML CO., LTD.",233190
98731,효성 ITX,"HYOSUNG ITX.CO.,LTD",94280
98760,코썬바이오,"Kosun Bio Co., Ltd.",204990
98771,탑머티리얼,"TOP MATERIAL Co., Ltd",360070
98773,하나금융24호기업인수목적,Hana Financial Twenty-four SPAC,430230
98783,세중,"SEJOONG CO., LTD.",39310
98784,아이진,"EyeGene,Inc",185490
98785,신한알파리츠,"Shinhan Alpha REIT Co,. Ltd.",293940
98812,디오,DIO Corporation,39840
98813,에이프로,"APRO Co., LTD",262260
98824,젬,ZAMLED,248020
98849,제이엠피,JMP Ltd.,54790
98896,삼성E&A,"SAMSUNG E&A CO.,LTD",28050
98897,빛과전자,LIGHTRON FIBER-OPTIC DEVICES INC.,69540
98898,모아라이프플러스,MOA Life Plus Co. Ltd.,142760
98952,윈팩,WINPAC INC.,97800
99011,뉴보텍,"NUVOTEC Co., Ltd",60260
99016,서연,SEOYON CO. LTD,7860
99122,씨모스,"creative master of semiconductor. co.,ltd",37600
99124,메가터치,"Megatouch Co., Ltd",446540
99179,이에스산업,"ES INDUSTRY CO.,LTD",241510
99227,3S,"3S KOREA CO., LTD",60310
99228,인콘,"INCON Co., Ltd.",83640
99229,하이로닉,"Hironic Co.,Ltd",149980
99230,SGA솔루션즈,"SGA Solutions Co.,Ltd.",184230
99249,화신정공,"HWASHIN PRECISION CO., LTD.",126640
99304,시알홀딩스,"CR Holdings Co., LTD.",480
99305,나이스디앤비,"NICE D&B CO., LTD.",130580
99310,유안타제15호스팩,Yuanta 15 SPECIAL PURPOSE ACQUISITION COMPANY,473050
99311,인바이오젠,"INBIOGEN CO.,Ltd",101140
99368,지에스엔텍,GS ENTEC Corp.,37640
99379,코리언일랙트로닉스파워소스,"Korean Electronics Power Sources Co.,Ltd",46810
99394,삼영무역,"SAMYUNG TRADING CO.,LTD",2810
99442,원바이오젠,"Wonbiogen Co., Ltd.",278380
99529,케이이엠텍,KEM Tech Corp.,106080
99530,보령,Boryung Corporation,3850
99531,사람인,"Saramin Co., Ltd.",143240
99532,일월지엠엘,"ILWOUL GML Co.,Ltd",178780
99533,레뷰코퍼레이션,RevuCorporation Inc,443250
99537,듀켐바이오,"DuChemBio Co, LTD",176750
99547,경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",214390
99554,판타지오,Fantagio Corp.,32800
99556,드림라인,Dreamline Corporation,35430
99634,한진칼,HANJINKAL,180640
99668,프레스티지바이오파마,Prestige BioPharma Limited,950210
99669,DL이앤씨,"DL E&C CO.,LTD.",375500
99670,SK스퀘어,"SK Square Co., Ltd.",402340
99671,에스엠비나,"SMVINA Co.,Ltd.",299670
99672,티디에스팜,"TDSPHARM Co., Ltd.",464280
99676,원풍물산,WonpungMulsan,8290
99677,BF랩스,"BFLABS Co.,LTD.",139050
99721,케이씨,"KC CO., LTD.",29460
99741,플래스크,"Flask Co., Ltd.",41590
99742,엘앤씨바이오,"L&C BIO Co., Ltd",290650
99757,대산F&B,Daesan F&B Inc.,65150
99758,동국생명과학,"DongKook Life Science Co., Ltd.",303810
99779,한텍,HANTECH LTD.,98070
99780,대유에이텍,"DAYOU AUTOMOTIVE SEAT TECHNOLOGY CO., LTD",2880
99819,CJ ENM,"CJ ENM CO., Ltd.",35760
99822,비즈니스온커뮤니케이션,"BusinessOn Communication Co.,Ltd",138580
99828,오름테라퓨틱,"Orum Therapeutics, Inc.",475830
99855,공구우먼,"09women Co., Ltd.",366030
99886,프리엠스,FreeMs Corporation,53160
99887,KB제28호스팩,KB No.28 Special Purpose Acquisition Company,476470
99896,아진카인텍,AJINCARINTECH. INC.,11400
99898,시큐브,"SECUVE Co., Ltd.",131090
99901,플럼라인생명과학,"Plumbline Life Sciences, Inc.",222670
99932,신성델타테크,"SHINSUNG DELTA TECH CO., LTD",65350
99953,우리벤처파트너스,"Woori Venture Partners Co., Ltd.",298870
99977,엑시온그룹,Exion Group Company Limited,69920
99978,덕신이피씨,"DUKSHINEPC CO., LTD.",90410
99985,링세오코리아,LYNXEO KOREA LTD,3050
99993,태웅로직스,"Taewoong Logistics Co., Ltd.",124560
99994,오션스바이오,"OceansBio Co., Ltd.",332190
99995,셀레스트라,Celestra Inc.,352770
99996,지아이이노베이션,GI Innovation Inc.,358570
100041,티씨케이,"TOKAI CARBON KOREA CO., LTD",64760
100042,바이브컴퍼니,VAIV company Inc.,301300
100043,에스씨엠생명과학,"SCM Lifescience Co., Ltd.",298060
100044,올릭스,"OliX Pharmaceuticals, Inc.",226950
100049,제이앤케이인더스트리,"AIBIT Co., Ltd.",39230
100051,웹케시,WebCash Corporation,53580
100080,피앤씨테크,"PNC Technologies Co.,Ltd.",237750
100081,케이아이엔엑스,"KINX, Inc.",93320
100102,우리바이오,"WOOREE BIO CO., LTD",82850
100103,위메이드맥스,"Wemade Max Co., Ltd.",101730
100119,SGA,"SGA Co.,Ltd",49470
100179,키움제7호기업인수목적,Kiwoom No.7 Special Purpose Acquisition Company,433530
100180,에스엠씨지,"SMCG CO.,Ltd",460870
100181,엠디바이스,"Mdevice Co., Ltd",226590
100201,플라즈맵,"Plasmapp Co., Ltd.",405000
100206,로보쓰리에이아이,"Robo3 Ai co.,Ltd",238500
100253,지엔코,"Great New wave Coming Co., Ltd.",65060
100254,아진전자부품,"AJIN ELECTRONIC COMPONENTS CO.,LTD",9320
100255,KH 미래물산,"KH Mirae Corporation Co., Ltd.",111870
100256,KC코트렐,"KC Cottrell Co., Ltd.",119650
100257,서산,SeoSanCo.Ltd.,79650
100258,이루다,"ILOODA Co.,Ltd",164060
100259,레드로버,"REDROVER CO.,LTD",60300
100261,YTN,YTN,40300
100300,삼화왕관,"SAMHWA CROWN & CLOSURE CO.,LTD",4450
100339,상상인증권,"SANGSANGININVESTMENT&SECURITIES CO.,LTD.",1290
100340,에이럭스,"ALUX Co., Ltd.",475580
100345,덕산하이메탈,"DUKSANHIMETALCO.,LTD.",77360
100346,덕산네오룩스,"DUK SAN NEOLUX CO.,LTD",213420
100347,토박스코리아,"TOEBOX KOREA, Ltd.",215480
100348,라메디텍,"LAMEDITECH Co., Ltd.",462510
100382,버넥트,"VIRNECT Co., Ltd.",438700
100385,케어젠,"CAREGEN CO.,LTD.",214370
100386,토마토시스템,"TOMATOSYSTEM Co., Ltd.",393210
100391,큐로셀,Curocell Inc.,372320
100403,SJG세종,"SJG SEJONG CO.,LTD",33530
100404,커넥트웨이브,"Connectwave Co., Ltd.",119860
100405,리파인,"REFINE Co., Ltd.",377450
100406,에이유브랜즈,"AU BRANDZ Co., Ltd",481070
100444,케이바이오,KBIO COMPANY Inc.,38530
100445,한화플러스제2호기업인수목적,Hanwha Plus No 2 Special Purpose Acquisiton Company,386580
100452,엣지파운드리,"Edge Foundry Co.,Ltd",105550
100461,한화솔루션,HANWHA SOLUTIONS CORPORATION,9830
100462,하이브,"HYBE Co., Ltd.",352820
100469,한화,HANWHA CORP,880
100507,블루엠텍,"BLUEMTEC CO., LTD.",439580
100509,롯데손해보험,"Lotte Non-Life Insurance Co., Ltd.",400
100513,호전실업,Hojeon Limited,111110
100516,신진에스엠,"SINJIN SM CO.,LTD.",138070
100522,미래에셋비전스팩4호,Mirae Asset Vision Special Purpose Acquisition 4 Company,477380
100526,경남제약,"KYUNG NAM PHARM.CO.,LTD.",53950
100527,신한제9호기업인수목적,Shinhan 9th Special Purpose Acquisition Company,405640
100528,다원넥스뷰,"DAWON NEXVIEW CO.,LTD.",323350
100533,디피코,"DPECO CO.,LTD.",163430
100534,트윔,TWIM Corp,290090
100556,더본코리아,"The BORN Korea Co., Ltd.",475560
100580,휴스토리,"Hustory Co., Ltd.",46400
100582,SKAI,"SKAI worldwide Co., Ltd.",357880
100583,진양폴리우레탄,"CHINYANG POLY URETHANE CO.,LTD",10640
100584,현대모비스,"HYUNDAI MOBIS CO.,LTD",12330
100594,체리부로,"Cherrybro Co.,Ltd",66360
100608,성안머티리얼스,"SEONG AN Materials CO.,LTD",11300
100633,두올,DUAL,16740
100634,캠시스,CammSys Corp.,50110
100635,모니터랩,"MONITORAPP CO., LTD.",434480
100643,코어라인소프트,"Coreline Soft Co., Ltd",384470
100658,와이엔텍,"Y-ENTECCO.,LTD.",67900
100659,바이오인프라생명과학,BioInfra Life Science Inc.,266470
100660,디앤디파마텍,D&D Pharmatech Inc.,347850
100665,한켐,"HANCHEM CO.,LTD",457370
100676,메가스터디교육,MegaStudyEdu Co. Ltd,215200
100696,바이오솔루션,"Bio Solution Co.,Ltd.",86820
100697,포스코인터내셔널,POSCO INTERNATIONAL,47050
100698,삼일제약,"SAMIL PHARMACEUTICAL CO.,LTD",520
100699,파미셀,"Pharmicell Co.,Ltd.",5690
